,job,marital,education,default,housing,loan,contact,poutcome,age_bin,result_from_ward
9977,technician,married,professional.course,unknown,yes,no,telephone,nonexistent,30-40,0
9978,admin.,married,high.school,no,no,no,telephone,nonexistent,30-40,1
9979,technician,single,basic.9y,no,yes,no,cellular,nonexistent,20-30,0
9980,services,single,university.degree,no,no,no,cellular,nonexistent,30-40,0
9981,blue-collar,married,basic.4y,unknown,yes,no,telephone,nonexistent,50-60,1
9982,admin.,married,basic.6y,no,yes,yes,telephone,nonexistent,40-50,1
9983,entrepreneur,single,university.degree,no,yes,yes,cellular,failure,40-50,2
9984,technician,divorced,professional.course,no,yes,no,cellular,nonexistent,30-40,0
9985,blue-collar,single,basic.6y,no,yes,no,telephone,nonexistent,30-40,1
9986,housemaid,married,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
9987,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,40-50,1
9988,technician,married,professional.course,no,no,no,telephone,nonexistent,20-30,0
9989,technician,married,basic.9y,no,no,no,telephone,nonexistent,50-60,0
9990,admin.,married,university.degree,no,no,no,telephone,nonexistent,20-30,2
9991,management,married,university.degree,unknown,no,no,telephone,nonexistent,30-40,2
9992,technician,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
9993,technician,married,university.degree,no,no,no,cellular,nonexistent,50-60,0
9994,blue-collar,single,basic.4y,unknown,yes,no,cellular,nonexistent,40-50,1
9995,technician,single,university.degree,no,yes,no,cellular,nonexistent,20-30,0
9996,housemaid,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
9997,admin.,single,university.degree,no,no,no,cellular,success,20-30,2
9998,retired,single,university.degree,no,yes,no,cellular,nonexistent,50-60,2
9999,technician,single,university.degree,no,yes,yes,telephone,nonexistent,30-40,0
10000,retired,married,professional.course,no,yes,no,cellular,nonexistent,50-60,2
10001,technician,single,professional.course,no,no,no,cellular,nonexistent,40-50,0
10002,entrepreneur,married,high.school,unknown,yes,no,telephone,nonexistent,30-40,1
10003,self-employed,married,university.degree,no,no,no,cellular,failure,50-60,0
10004,blue-collar,married,basic.9y,no,yes,yes,cellular,nonexistent,30-40,1
10005,unemployed,divorced,university.degree,unknown,yes,no,telephone,nonexistent,50-60,0
10006,housemaid,married,high.school,no,no,no,cellular,nonexistent,50-60,1
10007,admin.,single,high.school,no,no,no,cellular,nonexistent,30-40,1
10008,admin.,divorced,university.degree,unknown,yes,yes,telephone,nonexistent,40-50,2
10009,unemployed,married,basic.9y,no,no,no,telephone,nonexistent,50-60,0
10010,services,married,high.school,unknown,no,no,telephone,nonexistent,30-40,0
10011,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
10012,technician,married,professional.course,no,yes,yes,cellular,failure,50-60,0
10013,self-employed,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
10014,technician,married,professional.course,unknown,yes,no,telephone,nonexistent,50-60,0
10015,technician,divorced,basic.9y,no,yes,yes,telephone,nonexistent,50-60,0
10016,unemployed,married,basic.9y,no,no,no,cellular,success,50-60,0
10017,management,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
10018,technician,married,professional.course,no,unknown,unknown,telephone,nonexistent,20-30,0
10019,blue-collar,divorced,basic.4y,no,no,no,cellular,nonexistent,40-50,1
10020,technician,single,professional.course,no,no,no,cellular,nonexistent,30-40,0
10021,self-employed,married,university.degree,no,no,no,cellular,failure,50-60,0
10022,admin.,married,university.degree,no,no,no,cellular,nonexistent,20-30,2
10023,technician,divorced,professional.course,no,no,no,cellular,nonexistent,40-50,0
10024,blue-collar,single,basic.9y,no,no,no,telephone,nonexistent,30-40,1
10025,blue-collar,single,high.school,no,no,no,cellular,nonexistent,30-40,1
10026,housemaid,married,unknown,no,yes,no,telephone,nonexistent,40-50,2
10027,technician,divorced,professional.course,no,yes,no,cellular,nonexistent,30-40,0
10028,blue-collar,married,basic.6y,no,yes,no,cellular,nonexistent,30-40,1
10029,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
10030,services,single,high.school,no,no,no,cellular,nonexistent,30-40,0
10031,entrepreneur,married,high.school,no,no,no,cellular,nonexistent,30-40,1
10032,technician,single,high.school,no,no,no,cellular,failure,30-40,0
10033,unemployed,single,basic.4y,no,no,no,cellular,nonexistent,40-50,0
10034,blue-collar,married,basic.9y,unknown,no,no,cellular,success,40-50,1
10035,admin.,married,high.school,unknown,no,no,cellular,nonexistent,50-60,1
10036,admin.,married,university.degree,no,yes,no,cellular,success,30-40,2
10037,services,married,university.degree,no,unknown,unknown,cellular,failure,40-50,0
10038,blue-collar,married,basic.6y,no,yes,no,cellular,nonexistent,30-40,1
10039,technician,married,professional.course,yes,no,no,cellular,nonexistent,40-50,0
10040,services,married,unknown,unknown,yes,yes,cellular,nonexistent,30-40,0
10041,admin.,married,high.school,no,no,yes,telephone,nonexistent,30-40,1
10042,management,married,university.degree,unknown,yes,yes,cellular,nonexistent,30-40,2
10043,services,married,basic.9y,no,no,no,telephone,nonexistent,40-50,0
10044,technician,single,professional.course,no,yes,yes,cellular,nonexistent,20-30,0
10045,management,single,university.degree,no,no,no,cellular,failure,30-40,2
10046,admin.,married,high.school,unknown,yes,yes,cellular,nonexistent,30-40,1
10047,unemployed,single,professional.course,unknown,yes,no,cellular,nonexistent,30-40,0
10048,blue-collar,married,basic.6y,no,yes,no,cellular,nonexistent,40-50,1
10049,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
10050,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,nonexistent,30-40,1
10051,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
10052,admin.,married,university.degree,no,no,no,cellular,success,30-40,2
10053,management,married,unknown,no,yes,no,telephone,nonexistent,40-50,2
10054,admin.,single,unknown,no,no,no,cellular,failure,30-40,2
10055,technician,single,university.degree,no,yes,no,cellular,failure,20-30,0
10056,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
10057,technician,single,university.degree,no,no,no,cellular,nonexistent,30-40,0
10058,self-employed,married,university.degree,no,no,no,cellular,nonexistent,30-40,0
10059,entrepreneur,single,unknown,unknown,yes,no,telephone,nonexistent,30-40,2
10060,services,divorced,high.school,no,yes,no,cellular,nonexistent,30-40,0
10061,management,single,university.degree,no,no,no,telephone,nonexistent,30-40,2
10062,retired,married,basic.9y,no,yes,no,telephone,nonexistent,50-60,1
10063,management,married,university.degree,no,no,no,telephone,nonexistent,50-60,2
10064,admin.,single,university.degree,no,no,no,cellular,nonexistent,50-60,2
10065,technician,single,university.degree,unknown,yes,no,telephone,nonexistent,40-50,0
10066,blue-collar,married,basic.4y,no,no,no,cellular,nonexistent,40-50,1
10067,technician,married,professional.course,unknown,no,no,telephone,nonexistent,40-50,0
10068,blue-collar,married,basic.6y,unknown,no,no,telephone,nonexistent,30-40,1
10069,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,30-40,1
10070,management,married,university.degree,unknown,no,no,telephone,nonexistent,30-40,2
10071,services,married,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
10072,services,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
10073,admin.,married,professional.course,no,no,no,cellular,nonexistent,40-50,2
10074,admin.,single,high.school,no,yes,no,telephone,nonexistent,20-30,1
10075,entrepreneur,single,basic.9y,no,yes,no,cellular,nonexistent,30-40,1
10076,technician,divorced,professional.course,no,yes,yes,cellular,nonexistent,40-50,0
10077,retired,married,professional.course,unknown,yes,yes,cellular,failure,50-60,2
10078,services,married,high.school,no,no,no,cellular,nonexistent,20-30,0
10079,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
10080,admin.,single,high.school,unknown,yes,no,cellular,nonexistent,30-40,1
10081,retired,divorced,professional.course,no,no,no,cellular,nonexistent,50-60,2
10082,admin.,divorced,high.school,no,no,no,cellular,nonexistent,40-50,1
10083,technician,single,university.degree,no,yes,no,cellular,failure,20-30,0
10084,blue-collar,married,basic.9y,no,no,yes,telephone,nonexistent,30-40,1
10085,retired,married,university.degree,no,yes,no,cellular,failure,70-80,2
10086,technician,married,professional.course,no,yes,no,cellular,nonexistent,40-50,0
10087,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
10088,technician,married,professional.course,no,yes,no,telephone,nonexistent,30-40,0
10089,technician,divorced,professional.course,no,yes,no,telephone,nonexistent,40-50,0
10090,blue-collar,married,professional.course,no,no,yes,cellular,nonexistent,50-60,2
10091,blue-collar,married,basic.9y,no,yes,no,cellular,failure,40-50,1
10092,technician,married,high.school,no,yes,yes,cellular,failure,40-50,0
10093,technician,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
10094,technician,single,high.school,no,yes,no,telephone,nonexistent,30-40,0
10095,blue-collar,married,basic.6y,unknown,yes,yes,telephone,nonexistent,30-40,1
10096,admin.,married,unknown,no,no,no,cellular,nonexistent,40-50,2
10097,technician,single,professional.course,no,unknown,unknown,cellular,success,20-30,0
10098,management,single,university.degree,no,no,no,cellular,failure,30-40,2
10099,technician,divorced,university.degree,no,no,yes,cellular,nonexistent,40-50,0
10100,technician,married,basic.9y,no,yes,no,cellular,nonexistent,50-60,0
10101,admin.,married,high.school,no,yes,no,cellular,nonexistent,30-40,1
10102,technician,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
10103,blue-collar,single,high.school,no,no,no,cellular,nonexistent,20-30,1
10104,technician,divorced,unknown,unknown,no,no,cellular,nonexistent,40-50,0
10105,technician,married,professional.course,unknown,yes,no,cellular,nonexistent,50-60,0
10106,technician,married,professional.course,no,no,no,telephone,nonexistent,30-40,0
10107,admin.,married,high.school,no,yes,yes,cellular,nonexistent,50-60,1
10108,technician,divorced,high.school,no,no,no,cellular,nonexistent,30-40,0
10109,technician,married,university.degree,no,yes,no,telephone,nonexistent,50-60,0
10110,management,divorced,university.degree,unknown,no,no,cellular,nonexistent,50-60,2
10111,blue-collar,married,basic.4y,no,yes,no,telephone,nonexistent,40-50,1
10112,admin.,single,high.school,unknown,yes,no,cellular,nonexistent,20-30,1
10113,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,nonexistent,40-50,1
10114,services,married,high.school,no,no,no,telephone,nonexistent,30-40,0
10115,admin.,married,high.school,no,no,yes,telephone,nonexistent,20-30,1
10116,retired,married,professional.course,no,yes,no,cellular,nonexistent,50-60,2
10117,technician,single,university.degree,no,no,yes,telephone,nonexistent,40-50,0
10118,technician,single,university.degree,no,yes,no,cellular,nonexistent,20-30,0
10119,technician,single,basic.9y,no,yes,no,cellular,nonexistent,20-30,0
10120,blue-collar,married,basic.6y,unknown,yes,no,telephone,nonexistent,40-50,1
10121,admin.,single,university.degree,no,yes,no,telephone,nonexistent,20-30,2
10122,technician,married,professional.course,unknown,yes,yes,telephone,nonexistent,50-60,0
10123,blue-collar,married,professional.course,unknown,no,yes,telephone,nonexistent,40-50,2
10124,technician,married,professional.course,no,no,no,cellular,nonexistent,40-50,0
10125,blue-collar,married,basic.6y,no,yes,yes,telephone,nonexistent,20-30,1
10126,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,30-40,1
10127,services,married,high.school,no,no,no,cellular,failure,30-40,0
10128,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,20-30,2
10129,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,30-40,1
10130,blue-collar,married,basic.4y,no,yes,no,cellular,nonexistent,20-30,1
10131,admin.,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
10132,admin.,married,university.degree,no,yes,no,telephone,nonexistent,40-50,2
10133,blue-collar,married,basic.4y,no,no,yes,cellular,nonexistent,30-40,1
10134,admin.,single,university.degree,no,no,yes,cellular,nonexistent,20-30,2
10135,retired,divorced,high.school,unknown,yes,no,cellular,nonexistent,50-60,1
10136,technician,married,professional.course,no,yes,no,cellular,nonexistent,40-50,0
10137,blue-collar,married,basic.9y,no,yes,no,cellular,failure,50-60,1
10138,student,single,university.degree,no,no,yes,cellular,nonexistent,20-30,0
10139,services,single,high.school,no,yes,no,cellular,failure,30-40,0
10140,management,married,basic.6y,no,no,no,cellular,nonexistent,40-50,1
10141,student,single,high.school,no,yes,no,cellular,success,20-30,0
10142,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,50-60,2
10143,unemployed,married,university.degree,no,no,no,cellular,nonexistent,30-40,0
10144,retired,married,basic.4y,unknown,no,yes,cellular,nonexistent,50-60,1
10145,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
10146,admin.,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
10147,admin.,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
10148,blue-collar,married,professional.course,no,yes,no,telephone,nonexistent,30-40,2
10149,technician,single,professional.course,no,yes,yes,cellular,failure,40-50,0
10150,blue-collar,married,unknown,unknown,yes,no,cellular,nonexistent,50-60,2
10151,admin.,married,unknown,no,no,no,telephone,nonexistent,40-50,2
10152,admin.,married,high.school,no,unknown,unknown,telephone,nonexistent,50-60,1
10153,management,single,university.degree,no,yes,no,cellular,success,20-30,2
10154,services,married,basic.9y,no,no,no,cellular,nonexistent,20-30,0
10155,blue-collar,single,basic.6y,no,no,no,cellular,failure,30-40,1
10156,technician,married,basic.9y,no,no,no,cellular,nonexistent,30-40,0
10157,admin.,married,university.degree,no,no,no,cellular,failure,30-40,2
10158,housemaid,single,high.school,no,yes,no,cellular,nonexistent,30-40,1
10159,technician,single,university.degree,no,yes,no,telephone,success,30-40,0
10160,technician,married,professional.course,no,no,no,cellular,nonexistent,30-40,0
10161,admin.,married,high.school,unknown,yes,no,cellular,nonexistent,40-50,1
10162,blue-collar,married,basic.6y,no,yes,yes,cellular,nonexistent,30-40,1
10163,blue-collar,married,unknown,unknown,yes,no,cellular,nonexistent,20-30,2
10164,retired,married,basic.9y,no,yes,no,telephone,nonexistent,40-50,1
10165,management,married,university.degree,no,no,yes,telephone,nonexistent,50-60,2
10166,blue-collar,married,basic.9y,unknown,yes,no,telephone,nonexistent,30-40,1
10167,blue-collar,married,basic.6y,unknown,yes,no,telephone,nonexistent,40-50,1
10168,admin.,single,university.degree,no,no,no,cellular,failure,30-40,2
10169,student,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
10170,technician,married,basic.9y,no,yes,no,telephone,nonexistent,40-50,0
10171,services,single,high.school,no,yes,no,telephone,nonexistent,30-40,0
10172,admin.,married,university.degree,no,yes,no,cellular,nonexistent,20-30,2
10173,unemployed,married,professional.course,no,no,no,telephone,nonexistent,20-30,0
10174,services,single,professional.course,no,no,no,telephone,nonexistent,30-40,0
10175,blue-collar,divorced,high.school,unknown,no,yes,telephone,nonexistent,40-50,1
10176,housemaid,married,basic.4y,no,yes,no,cellular,nonexistent,40-50,1
10177,blue-collar,single,basic.9y,no,no,no,telephone,failure,30-40,1
10178,entrepreneur,divorced,university.degree,no,yes,no,telephone,failure,50-60,2
10179,technician,divorced,high.school,no,yes,no,cellular,nonexistent,50-60,0
10180,blue-collar,married,basic.6y,no,no,no,telephone,nonexistent,40-50,1
10181,services,divorced,professional.course,no,no,no,telephone,nonexistent,40-50,0
10182,blue-collar,married,unknown,no,no,no,telephone,nonexistent,40-50,2
10183,technician,single,university.degree,no,no,no,cellular,nonexistent,30-40,0
10184,student,single,high.school,no,no,no,cellular,failure,0-20,0
